"Day","Items","Note","Amount"
"17","Marketing Expense","Cash Payment - Marketing - Detroit - Body Wash","(100)"
"17","Marketing Expense","Cash Payment - Marketing - Detroit - Shampoo","(100)"
"17","Overdraft","","664063"
"17","Salary Expense","Cash Payment - Salary Expense","(20608)"
"17","Retail","Revenue - Retail Sales New York - Mouthwash","19683"
"17","Overdraft","Repayment","(625000)"
"17","Retail","Revenue - Retail Sales New York - Body Wash","18390"
"17","Retail","Revenue - Retail Sales New York - Shampoo","13440"
"17","Retail","Revenue - Retail Sales Los Angeles - Mouthwash","13608"
"17","Retail","Revenue - Retail Sales Los Angeles - Body Wash","15900"
"17","Retail","Revenue - Retail Sales Los Angeles - Shampoo","15296"
"17","Retail","Revenue - Retail Sales Detroit - Mouthwash","7560"
"17","Retail","Revenue - Retail Sales Detroit - Body Wash","7890"
"17","Retail","Revenue - Retail Sales Detroit - Shampoo","7392"
"17","Interest Expense","Cash Payment - Interest - For Overdraft","(1991)"
"17","Rental Expense","Cash Payment - RentalNew York","(10720)"
"17","Rental Expense","Cash Payment - RentalLos Angeles","(4320)"
"17","Rental Expense","Cash Payment - RentalDetroit","(4000)"
"17","Rental Expense","Cash Payment - RentalMiami","(4800)"
"16","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 1389","(49950)"
"16","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 1389","(56100)"
"16","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 1389","(62130)"
"16","Human Resource Expense","Counselled","(2000)"
"16","Human Resource Expense","Counselled","(2000)"
"16","Human Resource Expense","Attended Training","(15000)"
"16","Human Resource Expense","Counselled","(2000)"
"16","Human Resource Expense","Counselled","(2000)"
"16","Human Resource Expense","Attended Training","(15000)"
"16","Salary Expense","Cash Payment - Salary Expense","(20608)"
"16","Retail","Revenue - Retail Sales New York - Mouthwash","18765"
"16","Retail","Revenue - Retail Sales New York - Body Wash","15750"
"16","Retail","Revenue - Retail Sales New York - Shampoo","12352"
"16","Retail","Revenue - Retail Sales Los Angeles - Mouthwash","13635"
"16","Retail","Revenue - Retail Sales Los Angeles - Body Wash","14610"
"16","Retail","Revenue - Retail Sales Los Angeles - Shampoo","13216"
"16","Retail","Revenue - Retail Sales Detroit - Mouthwash","8046"
"16","Retail","Revenue - Retail Sales Detroit - Body Wash","7230"
"16","Retail","Revenue - Retail Sales Detroit - Shampoo","7520"
"16","Interest Expense","Cash Payment - Interest - For Overdraft","(1926)"
"16","Rental Expense","Cash Payment - RentalNew York","(10720)"
"16","Rental Expense","Cash Payment - RentalLos Angeles","(4320)"
"16","Rental Expense","Cash Payment - RentalDetroit","(4000)"
"16","Rental Expense","Cash Payment - RentalMiami","(4800)"
"15","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 1409","(90000)"
"15","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 1409","(88400)"
"15","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 1409","(97850)"
"15","Human Resource Expense","Counselled","(2000)"
"15","Wholesales (B2B)","Revenue - B2B SO ID: 557","940293"
"15","Penalty Expense","Cash Payment - Late penalty - B2B SO ID: 557","(45000)"
"15","Wholesales (B2B)","Revenue - B2B SO ID: 1287","1045520"
"15","Overdraft","Repayment","(625000)"
"15","Human Resource Expense","Counselled","(2000)"
"15","Human Resource Expense","Counselled","(2000)"
"15","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 1548","(134381)"
"15","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 1548","(313555)"
"15","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 1548","(373632)"
"15","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 1548","(460800)"
"15","Overdraft","","703125"
"15","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 1548","(172800)"
"15","Salary Expense","Cash Payment - Salary Expense","(20608)"
"15","Retail","Revenue - Retail Sales New York - Mouthwash","18090"
"15","Overdraft","Repayment","(625000)"
"15","Retail","Revenue - Retail Sales New York - Body Wash","16740"
"15","Retail","Revenue - Retail Sales New York - Shampoo","11712"
"15","Retail","Revenue - Retail Sales Los Angeles - Mouthwash","13905"
"15","Retail","Revenue - Retail Sales Los Angeles - Body Wash","13500"
"15","Retail","Revenue - Retail Sales Los Angeles - Shampoo","13760"
"15","Retail","Revenue - Retail Sales Detroit - Mouthwash","7506"
"15","Retail","Revenue - Retail Sales Detroit - Body Wash","6360"
"15","Retail","Revenue - Retail Sales Detroit - Shampoo","7264"
"15","Services","Revenue - Service Sales Order ID: 688","150000"
"15","Interest Expense","Cash Payment - Interest - For Overdraft","(1926)"
"15","Rental Expense","Cash Payment - RentalNew York","(10720)"
"15","Rental Expense","Cash Payment - RentalLos Angeles","(4320)"
"15","Rental Expense","Cash Payment - RentalDetroit","(4000)"
"15","Rental Expense","Cash Payment - RentalMiami","(4800)"
"14","Human Resource Expense","Counselled","(2000)"
"14","Human Resource Expense","Counselled","(2000)"
"14","Salary Expense","Cash Payment - Salary Expense","(20608)"
"14","Shipping Expense","Cash Payment - Shipping Expense - Web Sales Order: 1158","(400)"
"14","Sales E Commerce","Revenue - E-Commerce Sales","19768"
"14","Maintenance Expense","Cash Payment - Maintenance periodic Machine ID: 235","(15000)"
"14","Maintenance Expense","Cash Payment - Maintenance periodic Machine ID: 236","(15000)"
"14","Retail","Revenue - Retail Sales New York - Mouthwash","80379"
"14","Retail","Revenue - Retail Sales New York - Body Wash","62940"
"14","Overdraft","Repayment","(625000)"
"14","Retail","Revenue - Retail Sales New York - Shampoo","51360"
"14","Retail","Revenue - Retail Sales Los Angeles - Mouthwash","53379"
"14","Retail","Revenue - Retail Sales Los Angeles - Body Wash","53910"
"14","Retail","Revenue - Retail Sales Los Angeles - Shampoo","53376"
"14","Retail","Revenue - Retail Sales Detroit - Mouthwash","32319"
"14","Retail","Revenue - Retail Sales Detroit - Body Wash","25710"
"14","Retail","Revenue - Retail Sales Detroit - Shampoo","29984"
"14","Interest Expense","Cash Payment - Interest - For Overdraft","(2825)"
"14","Rental Expense","Cash Payment - RentalNew York","(10720)"
"14","Rental Expense","Cash Payment - RentalLos Angeles","(4320)"
"14","Rental Expense","Cash Payment - RentalDetroit","(4000)"
"14","Rental Expense","Cash Payment - RentalMiami","(4800)"
"13","Overdraft","","312500"
"13","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 1032","(48150)"
"13","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 1032","(54570)"
"13","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 1032","(60990)"
"13","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 1141","(49500)"
"13","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 1141","(55590)"
"13","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 1141","(61560)"
"13","Human Resource Expense","Attended Training","(15000)"
"13","Overdraft","","156250"
"13","Human Resource Expense","Attended Training","(15000)"
"13","Salary Expense","Cash Payment - Salary Expense","(20608)"
"13","Retail","Revenue - Retail Sales New York - Mouthwash","78084"
"13","Retail","Revenue - Retail Sales New York - Body Wash","65580"
"13","Retail","Revenue - Retail Sales New York - Shampoo","49376"
"13","Retail","Revenue - Retail Sales Los Angeles - Mouthwash","56106"
"13","Retail","Revenue - Retail Sales Los Angeles - Body Wash","57810"
"13","Retail","Revenue - Retail Sales Los Angeles - Shampoo","58432"
"13","Retail","Revenue - Retail Sales Detroit - Mouthwash","44577"
"13","Retail","Revenue - Retail Sales Detroit - Body Wash","41370"
"13","Retail","Revenue - Retail Sales Detroit - Shampoo","42784"
"13","Services","Revenue - Service Sales Order ID: 364","36000"
"13","Interest Expense","Cash Payment - Interest - For Overdraft","(3853)"
"13","Rental Expense","Cash Payment - RentalNew York","(10720)"
"13","Rental Expense","Cash Payment - RentalLos Angeles","(4320)"
"13","Rental Expense","Cash Payment - RentalDetroit","(4000)"
"13","Rental Expense","Cash Payment - RentalMiami","(4800)"
"12","Overdraft","","1250000"
"12","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 915","(720000)"
"12","Overdraft","","625000"
"12","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 915","(816000)"
"12","Overdraft","","625000"
"12","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 915","(912000)"
"12","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 923","(15000)"
"12","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 923","(17000)"
"12","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 923","(19000)"
"12","Human Resource Expense","Counselled","(2000)"
"12","Human Resource Expense","Counselled","(2000)"
"12","Human Resource Expense","Counselled","(2000)"
"12","Human Resource Expense","Counselled","(2000)"
"12","Human Resource Expense","Attended Training","(15000)"
"12","Salary Expense","Cash Payment - Salary Expense","(20608)"
"12","Retail","Revenue - Retail Sales New York - Mouthwash","71955"
"12","Retail","Revenue - Retail Sales New York - Body Wash","67530"
"12","Retail","Revenue - Retail Sales New York - Shampoo","48416"
"12","Retail","Revenue - Retail Sales Los Angeles - Mouthwash","52299"
"12","Retail","Revenue - Retail Sales Los Angeles - Body Wash","56160"
"12","Retail","Revenue - Retail Sales Los Angeles - Shampoo","55072"
"12","Retail","Revenue - Retail Sales Detroit - Mouthwash","43227"
"12","Retail","Revenue - Retail Sales Detroit - Body Wash","39330"
"12","Retail","Revenue - Retail Sales Detroit - Shampoo","42336"
"12","Overdraft","Repayment","(625000)"
"12","Interest Expense","Cash Payment - Interest - For Overdraft","(3082)"
"12","Rental Expense","Cash Payment - RentalNew York","(10720)"
"12","Rental Expense","Cash Payment - RentalLos Angeles","(4320)"
"12","Rental Expense","Cash Payment - RentalDetroit","(4000)"
"12","Rental Expense","Cash Payment - RentalMiami","(4800)"
"11","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 809","(15150)"
"11","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 809","(17170)"
"11","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 809","(19000)"
"11","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 813","(15150)"
"11","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 813","(17170)"
"11","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 813","(19000)"
"11","Overdraft","","1250000"
"11","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 1023","(80250)"
"11","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 1023","(90950)"
"11","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 1023","(101650)"
"11","Salary Expense","Cash Payment - Salary Expense","(20608)"
"11","Retail","Revenue - Retail Sales New York - Mouthwash","76545"
"11","Overdraft","Repayment","(625000)"
"11","Retail","Revenue - Retail Sales New York - Body Wash","71040"
"11","Retail","Revenue - Retail Sales New York - Shampoo","52960"
"11","Retail","Revenue - Retail Sales Los Angeles - Mouthwash","57753"
"11","Retail","Revenue - Retail Sales Los Angeles - Body Wash","52800"
"11","Overdraft","Repayment","(625000)"
"11","Retail","Revenue - Retail Sales Los Angeles - Shampoo","59552"
"11","Retail","Revenue - Retail Sales Detroit - Mouthwash","47736"
"11","Retail","Revenue - Retail Sales Detroit - Body Wash","38490"
"11","Retail","Revenue - Retail Sales Detroit - Shampoo","49696"
"11","Rental Expense","Cash Payment - RentalNew York","(10720)"
"11","Rental Expense","Cash Payment - RentalLos Angeles","(4320)"
"11","Rental Expense","Cash Payment - RentalDetroit","(4000)"
"11","Rental Expense","Cash Payment - RentalMiami","(4800)"
"10","Human Resource Expense","Attended Training","(15000)"
"10","Human Resource Expense","Attended Training","(15000)"
"10","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 917","(15000)"
"10","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 917","(17000)"
"10","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 917","(19000)"
"10","Salary Expense","Cash Payment - Salary Expense","(20608)"
"10","Retail","Revenue - Retail Sales New York - Mouthwash","81135"
"10","Retail","Revenue - Retail Sales New York - Body Wash","63660"
"10","Retail","Revenue - Retail Sales New York - Shampoo","55136"
"10","Retail","Revenue - Retail Sales Los Angeles - Mouthwash","50841"
"10","Retail","Revenue - Retail Sales Los Angeles - Body Wash","53040"
"10","Retail","Revenue - Retail Sales Los Angeles - Shampoo","54816"
"10","Overdraft","Repayment","(625000)"
"10","Retail","Revenue - Retail Sales Detroit - Mouthwash","43659"
"10","Retail","Revenue - Retail Sales Detroit - Body Wash","40530"
"10","Retail","Revenue - Retail Sales Detroit - Shampoo","51136"
"10","Rental Expense","Cash Payment - RentalNew York","(10720)"
"10","Rental Expense","Cash Payment - RentalLos Angeles","(4320)"
"10","Rental Expense","Cash Payment - RentalDetroit","(4000)"
"10","Rental Expense","Cash Payment - RentalMiami","(4800)"
"9","Human Resource Expense","Counselled","(2000)"
"9","Human Resource Expense","Counselled","(2000)"
"9","Human Resource Expense","Attended Training","(15000)"
"9","Salary Expense","Cash Payment - Salary Expense","(19600)"
"9","Retail","Revenue - Retail Sales New York - Mouthwash","19332"
"9","Retail","Revenue - Retail Sales New York - Body Wash","17100"
"9","Retail","Revenue - Retail Sales New York - Shampoo","14464"
"9","Retail","Revenue - Retail Sales Los Angeles - Mouthwash","12987"
"9","Retail","Revenue - Retail Sales Los Angeles - Body Wash","14250"
"9","Retail","Revenue - Retail Sales Los Angeles - Shampoo","13280"
"9","Retail","Revenue - Retail Sales Detroit - Mouthwash","11259"
"9","Retail","Revenue - Retail Sales Detroit - Body Wash","10740"
"9","Retail","Revenue - Retail Sales Detroit - Shampoo","12544"
"9","Interest Expense","Cash Payment - Interest - For Overdraft","(1027)"
"9","Rental Expense","Cash Payment - RentalNew York","(10720)"
"9","Rental Expense","Cash Payment - RentalLos Angeles","(4320)"
"9","Rental Expense","Cash Payment - RentalDetroit","(4000)"
"9","Rental Expense","Cash Payment - RentalMiami","(4800)"
